(4, 0.05, 31.723315582310722, 3228.7689279925908)
(4, 0.05, 32.73616152450091, 3465.3795372050818)
(4, 0.05, 28.6633844744676, 2713.067781085413)
(4, 0.05, 28.545137273150303, 2616.5725919032107)
(4, 0.05, 29.665283540802214, 2909.928538497003)
(4, 0.05, 27.158100944918186, 2306.72159483752)
(4, 0.05, 29.266558966074314, 2885.629817678283)
(4, 0.05, 27.100672697749943, 2373.794711203897)
(4, 0.05, 33.65083672546359, 3356.4197195838988)
(4, 0.05, 29.794275075634165, 3151.2692576215964)
(4, 0.05, 34.059905766210456, 4028.901727619475)
(4, 0.05, 31.66512702078522, 3292.10623556582)
(4, 0.05, 29.48448074679113, 3199.4401400233373)
(4, 0.05, 29.795481015606804, 2714.5441416259027)
(4, 0.05, 32.57070938215103, 3536.7981693363845)
(4, 0.05, 31.056603773584907, 3204.941998602376)
(4, 0.05, 32.607559496033595, 3722.0615958936073)
(4, 0.05, 29.065968087639913, 2844.4034293879495)
(4, 0.05, 29.8456561922366, 2898.1658964879853)
(4, 0.05, 33.43921835946376, 3887.5532833446946)
(4, 0.05, 30.869107551487414, 2976.9437070938216)
(4, 0.05, 30.40741604477612, 2870.7684235074626)
(4, 0.05, 29.376777803683844, 3088.255770575892)
(4, 0.05, 29.984242709313264, 2664.6841486359363)
(4, 0.05, 30.13808308192156, 2897.115107913669)
(4, 0.05, 33.03365165984538, 3476.6593906321054)
(4, 0.05, 33.41977272727273, 4034.766590909091)
(4, 0.05, 31.647398843930635, 3620.238843930636)
(4, 0.05, 30.56882217090069, 2915.047806004619)
(4, 0.05, 30.283462714655375, 2998.6330275229357)
(4, 0.05, 28.929365446966187, 2913.7376100046317)
(4, 0.05, 33.421700743494426, 3758.197723048327)
(4, 0.05, 33.257857306721725, 3330.3484744207385)
(4, 0.05, 30.154217421282464, 3086.9572512066193)
(4, 0.05, 31.683403068340308, 3587.0469549046957)
(4, 0.05, 31.155699721964783, 3362.9601482854496)
(4, 0.05, 31.540832758224063, 3949.46399815965)
(4, 0.05, 30.673992673992675, 3097.1121794871797)
(4, 0.05, 29.47599261311173, 2945.714219759926)
(4, 0.05, 30.550764316678073, 3478.8195300022817)
(4, 0.05, 33.35918744228994, 3795.860572483841)
(4, 0.05, 30.022841480127912, 2877.436272270443)
(4, 0.05, 29.216203703703705, 2531.4402777777777)
(4, 0.05, 33.11763341067285, 3615.1037122969838)
(4, 0.05, 28.7898313027179, 2715.6544048734772)
(4, 0.05, 30.377492246344705, 2836.9472751439966)
(4, 0.05, 33.04371836171192, 3429.948918545789)
(4, 0.05, 29.071762505843854, 2838.503740065451)
(4, 0.05, 30.123648648648647, 2662.5903153153154)
(4, 0.05, 30.507455731593662, 2911.502329916123)
(4, 0.05, 32.25383032243311, 3147.972101532129)
(4, 0.05, 32.77818347786399, 3718.6193518941122)
(4, 0.05, 30.93854880642874, 3311.25762231151)
(4, 0.05, 31.830946231509746, 3396.04836816154)
(4, 0.05, 29.759962928637627, 2923.8262279888786)
(4, 0.05, 29.067024754787482, 2503.1795889771133)
(4, 0.05, 30.25272179754459, 2784.8387769284227)
(4, 0.05, 33.80431818181818, 3774.828409090909)
(4, 0.05, 32.22448026162112, 3689.239663629993)
