(4, 0.05, 12.602898550724637, 432.5536231884058)
(4, 0.1, 15.804638088545326, 666.1335207308504)
(4, 0.15, 25.98252069917203, 2020.001839926403)
(4, 0.2, 48.471143756558234, 6209.994053864988)
(4, 0.05, 9.03590425531915, 221.98271276595744)
(4, 0.1, 13.904727793696274, 536.03223495702)
(4, 0.15, 32.17497691597415, 3303.5369344413666)
(4, 0.2, 52.1757555847569, 7427.170499342969)
(4, 0.05, 8.754010695187166, 213.25935828877004)
(4, 0.1, 13.360378634212305, 478.6004056795132)
(4, 0.15, 23.056122448979593, 1434.6915584415585)
(4, 0.2, 51.27644474484623, 7711.226427847246)
(4, 0.05, 8.010989010989011, 170.97527472527472)
(4, 0.1, 11.751247327156094, 353.327868852459)
(4, 0.15, 19.576648841354725, 934.090017825312)
(4, 0.2, 51.42626805508902, 7491.434329862277)
(4, 0.05, 8.579634464751958, 203.11749347258487)
(4, 0.1, 13.198335644937586, 495.20665742024966)
(4, 0.15, 20.949349442379184, 1325.7411710037175)
(4, 0.2, 47.558035714285715, 6925.010645604396)
(4, 0.05, 8.866851595006935, 216.13176144244105)
(4, 0.1, 11.934336525307797, 358.34199726402187)
(4, 0.15, 17.80972818311874, 797.2422508345255)
(4, 0.2, 43.51536071798412, 5110.7511218501895)
(4, 0.05, 7.739766081871345, 171.43859649122808)
(4, 0.1, 10.667358229598893, 299.80567081604426)
(4, 0.15, 17.175011698642958, 770.5273748245204)
(4, 0.2, 47.88658743633277, 6241.81324278438)
(4, 0.05, 7.739189189189189, 156.15)
(4, 0.1, 11.062585969738652, 305.75584594222835)
(4, 0.15, 26.709481550677253, 2864.8271835590845)
(4, 0.2, 47.72931810314988, 6210.764970578055)
(4, 0.05, 9.544502617801047, 273.630890052356)
(4, 0.1, 11.693288590604027, 346.5523489932886)
(4, 0.15, 26.20498866213152, 2300.60589569161)
(4, 0.2, 54.87364498644986, 7811.778116531165)
(4, 0.05, 8.628691983122362, 214.33333333333334)
(4, 0.1, 11.77755376344086, 331.9670698924731)
(4, 0.15, 19.843454790823213, 1005.1569950517319)
(4, 0.2, 49.8641638225256, 6978.253924914676)
(4, 0.05, 8.756393001345895, 206.92328398384927)
(4, 0.1, 10.501769285208775, 271.74026893135175)
(4, 0.15, 17.48010849909584, 687.9611211573236)
(4, 0.2, 52.90046760187041, 7922.4175016700065)
(4, 0.05, 7.6103896103896105, 162.87734487734488)
(4, 0.1, 11.566643882433356, 326.0505809979494)
(4, 0.15, 22.84135717560752, 1733.7977991746905)
(4, 0.2, 54.03429541595925, 7628.782682512733)
(4, 0.05, 7.694285714285714, 165.58)
(4, 0.1, 11.562199312714776, 357.2487972508591)
(4, 0.15, 24.562472209871054, 1910.6362827923522)
(4, 0.2, 51.563549160671464, 7041.962315861597)
(4, 0.05, 7.7294751009421265, 163.8263795423957)
(4, 0.1, 10.91158740790355, 315.3148024112525)
(4, 0.15, 15.894095595126522, 618.6982193064667)
(4, 0.2, 49.78486596538853, 6630.220563284696)
(4, 0.05, 7.0068587105624145, 129.50068587105625)
(4, 0.1, 11.165850244926522, 313.32400279916027)
(4, 0.15, 16.544356711565257, 672.1346957733396)
(4, 0.2, 51.563149078726966, 7206.7142378559465)
(4, 0.05, 7.640692640692641, 163.56277056277057)
(4, 0.1, 11.99376731301939, 375.5713296398892)
(4, 0.15, 25.062556663644607, 1908.1876699909337)
(4, 0.2, 52.347400405131665, 7628.267049291019)
(4, 0.05, 8.399719495091164, 212.492286115007)
(4, 0.1, 11.35309973045822, 309.1765498652291)
